count,TweetId,TimeStamp,Tweet,LocationName_User,Latitude,Longitude,BoundingPoint,User Mentions,URLs,Hashtags,Fav_Count,Followers_Count
,,,,,,,,,,,,
9,1.22971E+18,18-02-2020 10:30,"Switch to LED lighting and save significantly on your bills. For your saving calculations, please inbox or call at 07933 639373.

#energy #led #ledlights #lighting #ledlighting #ledbulb #saveenergy #useled #efficientlights #carbonfootprint #carbonemission #eccltd https://t.co/vGGVvJDIf9",,NA,NA,NA,[],[],"['eccltd', 'carbonemission', 'carbonfootprint', 'efficientlights', 'useled', 'saveenergy', 'ledbulb', 'ledlighting', 'lighting', 'ledlights', 'led', 'energy']",9,16
,,,,,,,,,,,,
10,1.2297E+18,18-02-2020 09:38,"Delta, the world’s second-largest airline, reports it plans to be carbon neutral, and that it will spend $1 billion over the next decade to reduce its environmental footprint.
#CarbonEmission

 https://t.co/Di3KbZgiN1","ÜT: 51.551339,0.013024",NA,NA,NA,['ZeroAvia'],[],[],3312,2592
,,,,,,,,,,,,
11,1.22965E+18,18-02-2020 06:27,"Delta, the world’s second-largest airline, reports it plans to be carbon neutral, and that it will spend $1 billion over the next decade to reduce its environmental footprint.
#CarbonEmission

 https://t.co/Di3KbZgiN1",,NA,NA,NA,['ZeroAvia'],[],[],2304,169
,,,,,,,,,,,,
12,1.22962E+18,18-02-2020 04:21,"As well as polluting the planet and killing animals, plastic waste is also reducing phytoplankton and its ability to absorb atmospheric carbon. 
#plasticpollution #climatecrisis #ClimateEmergency #ClimateChange #plastics #pollution #CarbonEmission 
https://t.co/b4ZF4AW1lf",,NA,NA,NA,['EarthOrg'],[],[],3033,129
,,,,,,,,,,,,
13,1.22961E+18,18-02-2020 03:26,"#ESG definition seems problematic

⤵️
$UBER - The Ride-Hail Utopia That Got Stuck in Traffic
https://t.co/IX0naTszL0 @WSJ

• As congestion worsens in Philly, car-related emission spike
https://t.co/qizYAzPK7U @darrylcmurphy #CO2 #pollution #CarbonTax #CarbonEmission #Tech #SRI https://t.co/3Enkrg9yDn https://t.co/5zXN3j3CNs",Global (HQ - USA),NA,NA,NA,"['WSJ', 'MoHossain']",['https://t.co/IX0naTszL0'],['ESG'],11048,203
,,,,,,,,,,,,
14,1.22959E+18,18-02-2020 02:11,"Delta, the world’s second-largest airline, reports it plans to be carbon neutral, and that it will spend $1 billion over the next decade to reduce its environmental footprint.
#CarbonEmission

 https://t.co/Di3KbZgiN1",,NA,NA,NA,['ZeroAvia'],[],[],329,60
,,,,,,,,,,,,
15,1.22959E+18,18-02-2020 01:57,"Delta, the world’s second-largest airline, reports it plans to be carbon neutral, and that it will spend $1 billion over the next decade to reduce its environmental footprint.
#CarbonEmission

 https://t.co/Di3KbZgiN1",,NA,NA,NA,[],['https://t.co/Di3KbZgiN1'],['CarbonEmission'],676,738
,,,,,,,,,,,,
16,1.22951E+18,17-02-2020 21:00,"@Gemsy8382 @andrewjruck @saferchis @ashfieldlane I don't know much about those guys but I'd understood that @kscterry was, alongside @will_harmer, one of the main voices for the LBB's 2029 #CarbonEmission target, so I'd be surprised if he's aware but isn'",,NA,NA,NA,"['kscterry', 'ashfieldlane', 'saferchis', 'andrewjruck', 'Gemsy8382', 'MusingsAndMusic']",[],[],49,25
,,,,,,,,,,,,
17,1.22947E+18,17-02-2020 18:10,What is a carbon footprint?                                                                                                                                                   #Tiredearth #CarbonEmission #GlobalWarming #ClimateChange #CO2 #AirPollution https://t.co/VOr3fiCi36,"Nairobi, Kenya",NA,NA,NA,['Tiredearth'],[],[],377,78
,,,,,,,,,,,,
18,1.22938E+18,17-02-2020 12:16,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],825,146
,,,,,,,,,,,,
19,1.22938E+18,17-02-2020 12:10,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],3640,1193
,,,,,,,,,,,,
20,1.22938E+18,17-02-2020 12:08,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki","California, USA",NA,NA,NA,['AylaStewart1'],[],['AirPollution'],6207,869
,,,,,,,,,,,,
21,1.22938E+18,17-02-2020 12:06,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],1949,430
,,,,,,,,,,,,
22,1.22937E+18,17-02-2020 11:54,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki","Above soil today, under tomoro",NA,NA,NA,['AylaStewart1'],[],['AirPollution'],4880,410
,,,,,,,,,,,,
23,1.22937E+18,17-02-2020 11:51,"As well as polluting the planet and killing animals, plastic waste is also reducing phytoplankton and its ability to absorb atmospheric carbon. 
#plasticpollution #climatecrisis #ClimateEmergency #ClimateChange #plastics #pollution #CarbonEmission 
https://t.co/b4ZF4AW1lf",🇯🇵/🇵🇭 (4),NA,NA,NA,['EarthOrg'],[],[],8125,284
,,,,,,,,,,,,
24,1.22937E+18,17-02-2020 11:23,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki","Lagos, Nigeria",NA,NA,NA,['AylaStewart1'],[],['AirPollution'],11206,776
,,,,,,,,,,,,
25,1.22936E+18,17-02-2020 10:56,"@Gemsy8382 @andrewjruck @saferchis @ashfieldlane I don't know much about those guys but I'd understood that @kscterry was, alongside @will_harmer, one of the main voices for the LBB's 2029 #CarbonEmission target, so I'd be surprised if he's aware but isn'",,NA,NA,NA,"['kscterry', 'ashfieldlane', 'saferchis', 'andrewjruck', 'Gemsy8382', 'MusingsAndMusic']",[],[],5079,547
,,,,,,,,,,,,
26,1.22936E+18,17-02-2020 10:46,"@psud12 @AukeHoekstra @InnoOrigins Natural gas has a lower #carbonEmission than #oil ( per unit #energy), let alone compared to #gasoline. It also misses the #refinery emissions. Still it will be hard to replace #fossil #naturalGas with something #renewab",Europe,NA,NA,NA,"['InnoOrigins', 'AukeHoekstra', 'psud12']",[],"['hydrogen', 'electricity', 'renewable', 'naturalGas', 'fossil', 'refinery', 'gasoline', 'energy', 'oil', 'carbonEmission']",7173,1032
,,,,,,,,,,,,
27,1.22935E+18,17-02-2020 10:03,"As well as polluting the planet and killing animals, plastic waste is also reducing phytoplankton and its ability to absorb atmospheric carbon. 
#plasticpollution #climatecrisis #ClimateEmergency #ClimateChange #plastics #pollution #CarbonEmission 
https://t.co/b4ZF4AW1lf",,NA,NA,NA,['EarthOrg'],[],[],4492,142
,,,,,,,,,,,,
28,1.22934E+18,17-02-2020 10:00,"As well as polluting the planet and killing animals, plastic waste is also reducing phytoplankton and its ability to absorb atmospheric carbon. 
#plasticpollution #climatecrisis #ClimateEmergency #ClimateChange #plastics #pollution #CarbonEmission 
https://t.co/b4ZF4AW1lf",Italy,NA,NA,NA,['EarthOrg'],[],[],9,245
,,,,,,,,,,,,
29,1.22934E+18,17-02-2020 10:00,"As well as polluting the planet and killing animals, plastic waste is also reducing phytoplankton and its ability to absorb atmospheric carbon. 
#plasticpollution #climatecrisis #ClimateEmergency #ClimateChange #plastics #pollution #CarbonEmission 
https://t.co/b4ZF4AW1lf",Hong Kong,NA,NA,NA,[],['https://t.co/b4ZF4AW1lf'],"['CarbonEmission', 'pollution', 'plastics', 'ClimateChange', 'ClimateEmergency', 'climatecrisis', 'plasticpollution']",584,850
,,,,,,,,,,,,
30,1.22934E+18,17-02-2020 09:55,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",Nigeria,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],19258,619
,,,,,,,,,,,,
31,1.22934E+18,17-02-2020 09:44,"@Gemsy8382 @andrewjruck @saferchis @ashfieldlane I don't know much about those guys but I'd understood that @kscterry was, alongside @will_harmer, one of the main voices for the LBB's 2029 #CarbonEmission target, so I'd be surprised if he's aware but isn'",Orpington,NA,NA,NA,"['kscterry', 'ashfieldlane', 'saferchis', 'andrewjruck', 'Gemsy8382', 'MusingsAndMusic']",[],[],14,21
,,,,,,,,,,,,
32,1.22934E+18,17-02-2020 09:39,"@Gemsy8382 @andrewjruck @saferchis @ashfieldlane I don't know much about those guys but I'd understood that @kscterry was, alongside @will_harmer, one of the main voices for the LBB's 2029 #CarbonEmission target, so I'd be surprised if he's aware but isn'",UK,NA,NA,NA,"['kscterry', 'ashfieldlane', 'saferchis', 'andrewjruck', 'Gemsy8382', 'MusingsAndMusic']",[],[],1290,62
,,,,,,,,,,,,
33,1.22934E+18,17-02-2020 09:37,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki","York, England",NA,NA,NA,['AylaStewart1'],[],['AirPollution'],1106,328
,,,,,,,,,,,,
34,1.22934E+18,17-02-2020 09:31,"@Gemsy8382 @andrewjruck @saferchis @ashfieldlane I don't know much about those guys but I'd understood that @kscterry was, alongside @will_harmer, one of the main voices for the LBB's 2029 #CarbonEmission target, so I'd be surprised if he's aware but isn'",,NA,NA,NA,"['kscterry', 'ashfieldlane', 'saferchis', 'andrewjruck', 'Gemsy8382', 'MusingsAndMusic']",[],[],16,20
,,,,,,,,,,,,
35,1.22933E+18,17-02-2020 09:12,"The latest potential breakthrough in renewable energy comes in the form of rain.

https://t.co/amZV0hi5EA

#renewableenergy #greenenergy #rainenergy #rainpower #greenpower #cleanenergy #alternativenergy #carbonemission #renewables #eccltd https://t.co/OBjVv1GaO4","Ekerö, Sverige",NA,NA,NA,['EnergyCCltd'],['https://t.co/amZV0hi5EA'],[],307,722
,,,,,,,,,,,,
36,1.22933E+18,17-02-2020 09:02,"The latest potential breakthrough in renewable energy comes in the form of rain.

https://t.co/amZV0hi5EA

#renewableenergy #greenenergy #rainenergy #rainpower #greenpower #cleanenergy #alternativenergy #carbonemission #renewables #eccltd https://t.co/OBjVv1GaO4",,NA,NA,NA,[],['https://t.co/amZV0hi5EA'],"['eccltd', 'renewables', 'carbonemission', 'alternativenergy', 'cleanenergy', 'greenpower', 'rainpower', 'rainenergy', 'greenenergy', 'renewableenergy']",9,16
,,,,,,,,,,,,
37,1.22932E+18,17-02-2020 08:12,"#Socialist #elites preaching #climatechange and #carbonemission while flying jets. It’s do what I say, not do what I do type of PHONY #LiberalHypocrisy: https://t.co/1MXkorfBs7",,NA,NA,NA,[],[],"['LiberalHypocrisy', 'carbonemission', 'climatechange', 'elites', 'Socialist']",4677,69
,,,,,,,,,,,,
38,1.2293E+18,17-02-2020 06:51,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",Nairobi ,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],2516,30
,,,,,,,,,,,,
39,1.22929E+18,17-02-2020 06:36,"Would you drive a #car made of #wood?

#Japan unveiled a car made of #cellulose fibers that will lower #CarbonEmission!

@QuickTake Via @PawlowskiMario| #innovation #tech #4IR #industry40 #DigitalTransformation #CleanEnergy #TechForGood #AI| @kuriharan https://t.co/4FAInbubI0",France,NA,NA,NA,['CelineDarnet_'],[],"['CarbonEmission', 'cellulose', 'Japan', 'wood', 'car']",13970,4145
,,,,,,,,,,,,
40,1.22929E+18,17-02-2020 06:25,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki","Delhi, India",NA,NA,NA,['AylaStewart1'],[],['AirPollution'],1780,51
,,,,,,,,,,,,
41,1.22928E+18,17-02-2020 05:44,What is a carbon footprint?                                                                                                                                                   #Tiredearth #CarbonEmission #GlobalWarming #ClimateChange #CO2 #AirPollution https://t.co/VOr3fiCi36,,NA,NA,NA,['Tiredearth'],[],[],75,48
,,,,,,,,,,,,
42,1.22928E+18,17-02-2020 05:37,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki","Harare, Zimbabwe",NA,NA,NA,['AylaStewart1'],[],['AirPollution'],1930,327
,,,,,,,,,,,,
43,1.22926E+18,17-02-2020 04:39,"Would you drive a #car made of #wood?

#Japan unveiled a car made of #cellulose fibers that will lower #CarbonEmission!

@QuickTake Via @PawlowskiMario| #innovation #tech #4IR #industry40 #DigitalTransformation #CleanEnergy #TechForGood #AI| @kuriharan https://t.co/4FAInbubI0",India,NA,NA,NA,['CelineDarnet_'],[],"['CarbonEmission', 'cellulose', 'Japan', 'wood', 'car']",16149,225
,,,,,,,,,,,,
44,1.22925E+18,17-02-2020 03:32,The BULLSHIT #ClimateHoax and the zero #CarbonEmission is set up by #globalist #Marxist #technocrats and #oligarch to RESET the global order to benefit #Marxist regime of the #CCP. This top-down mandate is ANTITHETICAL to free market capitalism. Nations who try will FAIL. MORONS.,,NA,NA,NA,[],[],"['CCP', 'Marxist', 'oligarch', 'technocrats', 'Marxist', 'globalist', 'CarbonEmission', 'ClimateHoax']",4677,69
,,,,,,,,,,,,
45,1.22925E+18,17-02-2020 03:26,"Hi @JustinTrudeau , please explain why.#CarbonEmission #Liberals #cdnpoli https://t.co/pKXVlkfvdN",,NA,NA,NA,['JustinTrudeau'],[],"['cdnpoli', 'Liberals', 'CarbonEmission']",324,8
,,,,,,,,,,,,
46,1.22924E+18,17-02-2020 03:03,What is a carbon footprint?                                                                                                                                                   #Tiredearth #CarbonEmission #GlobalWarming #ClimateChange #CO2 #AirPollution https://t.co/VOr3fiCi36,"durham, NC",NA,NA,NA,['Tiredearth'],[],[],8867,12816
,,,,,,,,,,,,
47,1.22922E+18,17-02-2020 01:41,"Would you drive a #car made of #wood?

#Japan unveiled a car made of #cellulose fibers that will lower #CarbonEmission!

@TechTweet24h 

 #innovation #tech #4IR #industry40 #DigitalTransformation #CleanEnergy #TechForGood #AI

https://t.co/jUAzVuHYjj","Vijayawada, India",NA,NA,NA,['TechTweet24h'],[],"['AI', 'TechForGood', 'CleanEnergy', 'DigitalTransformation', 'industry40', '4IR', 'tech', 'innovation', 'CarbonEmission', 'cellulose', 'Japan', 'wood', 'car']",77287,1401
,,,,,,,,,,,,
48,1.22921E+18,17-02-2020 01:15,"cow milk,  #CarbonEmission and mechanized #farming  is up for grabs for talks and protests. so is #plantbased  milk, #almond  is famous but VCs in silicon valley looking for lowest carbon footprint plant #MILK . more here:- https://t.co/QyNdsBXNAv",Santa Clara,NA,NA,NA,[],['https://t.co/QyNdsBXNAv'],"['MILK', 'almond', 'plantbased', 'farming', 'CarbonEmission']",1514,300
,,,,,,,,,,,,
49,1.22921E+18,17-02-2020 00:59,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],2698,73
,,,,,,,,,,,,
50,1.2292E+18,17-02-2020 00:44,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",#ClimateBreakdown,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],1015,5241
,,,,,,,,,,,,
51,1.22919E+18,16-02-2020 23:39,"Do you drive a car? Did you know you only need the make &amp; model, and the mileage, to calculate your #driving #carbonfootprint ? #CarbonEmission #offset https://t.co/9BmQLs11gg","Kuala Lumpur, Malaysia",NA,NA,NA,[],['https://t.co/9BmQLs11gg'],"['offset', 'CarbonEmission', 'carbonfootprint', 'driving']",409,50
,,,,,,,,,,,,
52,1.22919E+18,16-02-2020 23:28,Sounds good; but its expensive technology; and popular with fossil fuel companies. In the end whether it gets used or not will boil down to costs v benefits. @CRUGROUP #CRUEcon #CarbonEmission https://t.co/sk7ZhcSC0e,"London, England",NA,NA,NA,['CRUGROUP'],['https://t.co/sk7ZhcSC0e'],"['CarbonEmission', 'CRUEcon']",137,204
,,,,,,,,,,,,
53,1.22918E+18,16-02-2020 23:09,"Would you drive a #car made of #wood?

#Japan unveiled a car made of #cellulose fibers that will lower #CarbonEmission!

@QuickTake Via @PawlowskiMario| #innovation #tech #4IR #industry40 #DigitalTransformation #CleanEnergy #TechForGood #AI| @kuriharan https://t.co/4FAInbubI0",Brazil,NA,NA,NA,['CelineDarnet_'],[],"['CarbonEmission', 'cellulose', 'Japan', 'wood', 'car']",10848,991
,,,,,,,,,,,,
54,1.22918E+18,16-02-2020 23:01,Then what are they gonna do with it? #CarbonEmission https://t.co/bonkvl4Egi,,NA,NA,"[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",[],['https://t.co/bonkvl4Egi'],['CarbonEmission'],22296,231
,,,,,,,,,,,,
55,1.22917E+18,16-02-2020 22:34,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],2994,484
,,,,,,,,,,,,
56,1.22916E+18,16-02-2020 21:36,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",Magyarország,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],28,37
,,,,,,,,,,,,
57,1.22916E+18,16-02-2020 21:32,"@Gemsy8382 @andrewjruck @saferchis @ashfieldlane I don't know much about those guys but I'd understood that @kscterry was, alongside @will_harmer, one of the main voices for the LBB's 2029 #CarbonEmission target, so I'd be surprised if he's aware but isn'",London,NA,NA,NA,"['will_harmer', 'kscterry', 'ashfieldlane', 'saferchis', 'andrewjruck', 'Gemsy8382']",[],"['activetravel', 'roadsafety', 'CarbonEmission']",1694,501
,,,,,,,,,,,,
58,1.22913E+18,16-02-2020 20:00,"I'll be happy with this, but one day in the distant future I hope.

As an #atheist mammal and nothing more I'd happily be fed to an Oak tree &amp; save 1.4 tons of #CO2
@recomposelife
#ClimateChange #CarbonEmission
#HumanCompost
#ImOnlyFood 
#ClimateEmergency
https://t.co/wQRW1OstuL",Italy,NA,NA,NA,['PaulDuncan67'],[],['atheist'],9,245
,,,,,,,,,,,,
59,1.22913E+18,16-02-2020 19:59,"I'll be happy with this, but one day in the distant future I hope.

As an #atheist mammal and nothing more I'd happily be fed to an Oak tree &amp; save 1.4 tons of #CO2
@recomposelife
#ClimateChange #CarbonEmission
#HumanCompost
#ImOnlyFood 
#ClimateEmergency
https://t.co/wQRW1OstuL",With Nature In Cumbria,NA,NA,NA,['recomposelife'],['https://t.co/wQRW1OstuL'],"['ClimateEmergency', 'ImOnlyFood', 'HumanCompost', 'CarbonEmission', 'ClimateChange', 'CO2', 'atheist']",1074,43
,,,,,,,,,,,,
60,1.22913E+18,16-02-2020 19:42,"“..governments, businesses and individuals are going to avoid taking challenging decisions because current or future offset projects provide an easy way out (a ‘get out of jail free’ card)”—interesting read on #carbonoffsetting &amp; important impacts &amp; consequences #CarbonEmission https://t.co/ina5GSwVnX",DC-London-Paris,NA,NA,"[[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]]",[],['https://t.co/ina5GSwVnX'],"['CarbonEmission', 'carbonoffsetting']",2728,785
,,,,,,,,,,,,
61,1.22912E+18,16-02-2020 19:22,"The final journey and a positive one.
#environnement #CarbonEmission #savetheplanet #greenminded
BBC News - Human compost funerals 'better for environment'
https://t.co/V2JzqD0pUh","Whitchurch, England",NA,NA,NA,[],['https://t.co/V2JzqD0pUh'],"['greenminded', 'savetheplanet', 'CarbonEmission', 'environnement']",2802,57
,,,,,,,,,,,,
62,1.22912E+18,16-02-2020 19:14,"Would you drive a #car made of #wood?

#Japan unveiled a car made of #cellulose fibers that will lower #CarbonEmission!

@QuickTake Via @PawlowskiMario| #innovation #tech #4IR #industry40 #DigitalTransformation #CleanEnergy #TechForGood #AI| @kuriharan 

https://t.co/DsbO4fXdWo","Home, Denmark",NA,NA,NA,['PawlowskiMario'],[],"['CarbonEmission', 'cellulose', 'Japan', 'wood', 'car']",160886,1679
,,,,,,,,,,,,
63,1.22912E+18,16-02-2020 19:10,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki",Nigeria,NA,NA,NA,['AylaStewart1'],[],['AirPollution'],490,99
,,,,,,,,,,,,
64,1.22911E+18,16-02-2020 18:46,"Would you drive a #car made of #wood?

#Japan unveiled a car made of #cellulose fibers that will lower #CarbonEmission!

@QuickTake Via @PawlowskiMario| #innovation #tech #4IR #industry40 #DigitalTransformation #CleanEnergy #TechForGood #AI| @kuriharan 

https://t.co/DsbO4fXdWo",Digitally Globally ... ,NA,NA,NA,['PawlowskiMario'],[],"['CarbonEmission', 'cellulose', 'Japan', 'wood', 'car']",6624,516
,,,,,,,,,,,,
65,1.22911E+18,16-02-2020 18:41,"Would you drive a #car made of #wood?

#Japan unveiled a car made of #cellulose fibers that will lower #CarbonEmission!

@QuickTake Via @PawlowskiMario| #innovation #tech #4IR #industry40 #DigitalTransformation #CleanEnergy #TechForGood #AI| @kuriharan 

https://t.co/DsbO4fXdWo",,NA,NA,NA,['PawlowskiMario'],[],"['CarbonEmission', 'cellulose', 'Japan', 'wood', 'car']",7595,910
,,,,,,,,,,,,
66,1.22911E+18,16-02-2020 18:29,"Would you drive a #car made of #wood?

#Japan unveiled a car made of #cellulose fibers that will lower #CarbonEmission!

@QuickTake Via @PawlowskiMario| #innovation #tech #4IR #industry40 #DigitalTransformation #CleanEnergy #TechForGood #AI| @kuriharan 

https://t.co/DsbO4fXdWo","Delta State, Nigeria",NA,NA,NA,['PawlowskiMario'],[],"['CarbonEmission', 'cellulose', 'Japan', 'wood', 'car']",2270,373
,,,,,,,,,,,,
67,1.2291E+18,16-02-2020 18:04,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki","Abuja, Nigeria",NA,NA,NA,['AylaStewart1'],[],['AirPollution'],26207,6226
,,,,,,,,,,,,
68,1.22909E+18,16-02-2020 17:22,"Inhaling #AirPollution takes away at least 1-2 years of a typical human life. It has also effects as small as burning eyes and itchy throat to as large as breathing problems and #death 💀.

#Tiredearth #Health #EnvironmentalAwareness #CO2 #CarbonEmission https://t.co/AKCnJp4Kki","Krishananagar, India",NA,NA,NA,['AylaStewart1'],[],['AirPollution'],2896,96
,,,,,,,,,,,,
