count,TweetId,TimeStamp,Tweet,LocationName_User,Latitude,Longitude,BoundingPoint,User Mentions,URLs,Hashtags,Fav_Count,Followers_Count
68,1.22868E+18,15-02-2020 13:49,"@BillGates Understand the #ClimateChangeHoax 

Understand why the #ParisAccord is a HUGE #PonziScheme and a #scam 

👇👇👇

#FollowTheMoney

https://t.co/T5Ij9FAP59",,NA,NA,NA,"['BillGates', 'LuluBowen1']",[],"['scam', 'PonziScheme', 'ParisAccord', 'ClimateChangeHoax']",10650,3054
,,,,,,,,,,,,
69,1.22868E+18,15-02-2020 13:40,"@BillGates Understand the #ClimateChangeHoax 

Understand why the #ParisAccord is a HUGE #PonziScheme and a #scam 

👇👇👇

#FollowTheMoney

https://t.co/T5Ij9FAP59","Sydney, New South Wales",NA,NA,NA,"['BillGates', 'LuluBowen1']",[],"['scam', 'PonziScheme', 'ParisAccord', 'ClimateChangeHoax']",598034,35511
,,,,,,,,,,,,
70,1.22866E+18,15-02-2020 12:36,"These are the French ski resorts affected by unlimited strike action in February 
#France
#Protest
#Riots
#Police
#EiffelTower
#Paris
#ClimateChange
#ParisAccord
#EmmanuelMacron
#PensionReform
#GasTax
#Europe
#Science
#YellowVestMovement
#LaborUnions
https://t.co/S0dtD7U7IJ",North America,NA,NA,NA,[],['https://t.co/S0dtD7U7IJ'],"['LaborUnions', 'YellowVestMovement', 'Science', 'Europe', 'GasTax', 'PensionReform', 'EmmanuelMacron', 'ParisAccord', 'ClimateChange', 'Paris', 'EiffelTower', 'Police', 'Riots', 'Protest', 'France']",28124,6919
,,,,,,,,,,,,
71,1.22865E+18,15-02-2020 12:13,"@BillGates Understand the #ClimateChangeHoax 

Understand why the #ParisAccord is a HUGE #PonziScheme and a #scam 

👇👇👇

#FollowTheMoney

https://t.co/T5Ij9FAP59",Yangon,NA,NA,NA,"['BillGates', 'LuluBowen1']",[],"['scam', 'PonziScheme', 'ParisAccord', 'ClimateChangeHoax']",38311,3402
,,,,,,,,,,,,
72,1.22865E+18,15-02-2020 11:59,"Investor demands of climate related disclosures are clearly on the rise even outside the energy sector.. increasingly into financial services. 

The #ParisAccord is clearly in!",Singapore,NA,NA,NA,[],[],['ParisAccord'],799,1982
,,,,,,,,,,,,
73,1.22831E+18,14-02-2020 13:35,"@ANONYMOUSQANON @RealSugarLily @ReaLindaSteding THANKS Patriot. We ALL make an occasional mistake. Obama comes into mind. #IranNukeDeal #ParisAccord #TheBowToAChineseComie to low Bro #BestDamnPresidentEver45 
PEACE through STRENGTH #Logical45 #CleanThePe",,NA,NA,NA,"['ReaLindaSteding', 'RealSugarLily', 'ANONYMOUSQANON', 'Bandit10251']",[],[],213156,4758
,,,,,,,,,,,,
74,1.22831E+18,14-02-2020 13:08,"You still hear the people sing: Les Mis protest anthem blazes from France to China 
#France
#Protest
#Riots
#Police
#EiffelTower
#Paris
#ClimateChange
#ParisAccord
#EmmanuelMacron
#PensionReform
#GasTax
#Europe
#Science
#YellowVestMovement
#LaborUnions
https://t.co/ccjqwasWs6",North America,NA,NA,NA,[],['https://t.co/ccjqwasWs6'],"['LaborUnions', 'YellowVestMovement', 'Science', 'Europe', 'GasTax', 'PensionReform', 'EmmanuelMacron', 'ParisAccord', 'ClimateChange', 'Paris', 'EiffelTower', 'Police', 'Riots', 'Protest', 'France']",28124,6919
,,,,,,,,,,,,
75,1.22829E+18,14-02-2020 11:54,@StormIsUponUs #Agenda21 on steroids! 2021 the  Satanic Group apocalyptic year plan to eliminate 80% of the world's populationNuclear war (#UraniumOne #iran) Biowafare leading to mandatory *fatal* vaccines (#coronavirus)? #ClimateChange Socialist agenda t,,NA,NA,NA,"['StormIsUponUs', 'sovereignity77']",[],['Agenda21'],1374,118
,,,,,,,,,,,,
76,1.22828E+18,14-02-2020 11:37,"@ANONYMOUSQANON @RealSugarLily @ReaLindaSteding THANKS Patriot. We ALL make an occasional mistake. Obama comes into mind. #IranNukeDeal #ParisAccord #TheBowToAChineseComie to low Bro #BestDamnPresidentEver45 
PEACE through STRENGTH #Logical45 #CleanThePe",U.S.A ,NA,NA,NA,"['ReaLindaSteding', 'RealSugarLily', 'ANONYMOUSQANON']",[],"['VoteRedToSaveAmerica', 'CleanThePeoplesHouse', 'Logical45', 'BestDamnPresidentEver45', 'TheBowToAChineseComie', 'ParisAccord', 'IranNukeDeal']",7622,1113
,,,,,,,,,,,,
77,1.22821E+18,14-02-2020 06:58,"Climate change is saving the planet. Moderate summers &amp; winters are reducing energy needs, along with transitioning from coal to more affordable natural gas, the US had the greatest CO2 reduction in 2019. The #ParisAccord didn’t do this, capitalism did. 

https://t.co/f8ctZwfHJc",,NA,NA,NA,['HapkidoBigDad'],[],[],28749,202
,,,,,,,,,,,,
78,1.22821E+18,14-02-2020 06:57,"Climate change is saving the planet. Moderate summers &amp; winters are reducing energy needs, along with transitioning from coal to more affordable natural gas, the US had the greatest CO2 reduction in 2019. The #ParisAccord didn’t do this, capitalism did. 

https://t.co/f8ctZwfHJc",South Africa,NA,NA,NA,['HapkidoBigDad'],[],[],67019,974
,,,,,,,,,,,,
79,1.2282E+18,14-02-2020 06:21,@StormIsUponUs #Agenda21 on steroids! 2021 the  Satanic Group apocalyptic year plan to eliminate 80% of the world's populationNuclear war (#UraniumOne #iran) Biowafare leading to mandatory *fatal* vaccines (#coronavirus)? #ClimateChange Socialist agenda t,,NA,NA,NA,"['StormIsUponUs', 'sovereignity77']",[],['Agenda21'],109303,2776
,,,,,,,,,,,,
80,1.22818E+18,14-02-2020 04:34,@RyanAFournier More proof that the #ParisAccord was/is obsolete.,"Portland, OR",NA,NA,NA,['RyanAFournier'],[],['ParisAccord'],34535,2420
,,,,,,,,,,,,
81,1.22809E+18,13-02-2020 22:40,@TheLastLeg #isitok that Australia still has no climate policy and wants to use #kyoto carryover credits towards #parisaccord after the #AustralianBushfiresDisaster that we have experienced? The beard should return until #Australia gets a #climate policy.,"Totnes, South Devon",NA,NA,NA,"['TheLastLeg', 'MichaelF1985']",[],"['kyoto', 'isitok']",111626,2165
,,,,,,,,,,,,
82,1.22808E+18,13-02-2020 22:01,@TheLastLeg #isitok that Australia still has no climate policy and wants to use #kyoto carryover credits towards #parisaccord after the #AustralianBushfiresDisaster that we have experienced? The beard should return until #Australia gets a #climate policy.,,NA,NA,NA,['TheLastLeg'],[],"['climate', 'Australia', 'AustralianBushfiresDisaster', 'parisaccord', 'kyoto', 'isitok']",1366,110
,,,,,,,,,,,,
83,1.22801E+18,13-02-2020 17:55,"Climate change is saving the planet. Moderate summers &amp; winters are reducing energy needs, along with transitioning from coal to more affordable natural gas, the US had the greatest CO2 reduction in 2019. The #ParisAccord didn’t do this, capitalism did. 

https://t.co/f8ctZwfHJc",,NA,NA,NA,['HapkidoBigDad'],[],[],14511,11562
,,,,,,,,,,,,
84,1.22801E+18,13-02-2020 17:54,"Climate change is saving the planet. Moderate summers &amp; winters are reducing energy needs, along with transitioning from coal to more affordable natural gas, the US had the greatest CO2 reduction in 2019. The #ParisAccord didn’t do this, capitalism did. 

https://t.co/f8ctZwfHJc",,NA,NA,NA,['HapkidoBigDad'],[],[],29239,655
,,,,,,,,,,,,
85,1.22801E+18,13-02-2020 17:51,"Climate change is saving the planet. Moderate summers &amp; winters are reducing energy needs, along with transitioning from coal to more affordable natural gas, the US had the greatest CO2 reduction in 2019. The #ParisAccord didn’t do this, capitalism did. 

https://t.co/f8ctZwfHJc","Bucks County, Pennsylvania",NA,NA,NA,['HapkidoBigDad'],[],[],118190,7864
,,,,,,,,,,,,
86,1.22801E+18,13-02-2020 17:48,"Climate change is saving the planet. Moderate summers &amp; winters are reducing energy needs, along with transitioning from coal to more affordable natural gas, the US had the greatest CO2 reduction in 2019. The #ParisAccord didn’t do this, capitalism did. 

https://t.co/f8ctZwfHJc",,NA,NA,NA,[],['https://t.co/f8ctZwfHJc'],['ParisAccord'],62895,12342
,,,,,,,,,,,,
87,1.22794E+18,13-02-2020 12:54,"Macron presses on with pension reform despite political cost 
#France
#Protest
#Riots
#Police
#EiffelTower
#Paris
#ClimateChange
#ParisAccord
#EmmanuelMacron
#PensionReform
#GasTax
#Europe
#Science
#YellowVestMovement
#LaborUnions
https://t.co/61xkF4QxdR via @financialtimes",North America,NA,NA,NA,['FinancialTimes'],['https://t.co/61xkF4QxdR'],"['LaborUnions', 'YellowVestMovement', 'Science', 'Europe', 'GasTax', 'PensionReform', 'EmmanuelMacron', 'ParisAccord', 'ClimateChange', 'Paris', 'EiffelTower', 'Police', 'Riots', 'Protest', 'France']",28124,6919
,,,,,,,,,,,,
88,1.2278E+18,13-02-2020 03:28,@StormIsUponUs #Agenda21 on steroids! 2021 the  Satanic Group apocalyptic year plan to eliminate 80% of the world's populationNuclear war (#UraniumOne #iran) Biowafare leading to mandatory *fatal* vaccines (#coronavirus)? #ClimateChange Socialist agenda t,"Georgia, USA",NA,NA,NA,"['StormIsUponUs', 'sovereignity77']",[],['Agenda21'],87404,6788
,,,,,,,,,,,,
89,1.22779E+18,13-02-2020 03:18,@StormIsUponUs #Agenda21 on steroids! 2021 the  Satanic Group apocalyptic year plan to eliminate 80% of the world's populationNuclear war (#UraniumOne #iran) Biowafare leading to mandatory *fatal* vaccines (#coronavirus)? #ClimateChange Socialist agenda t,,NA,NA,NA,"['StormIsUponUs', 'sovereignity77']",[],['Agenda21'],38954,3629
,,,,,,,,,,,,
90,1.22779E+18,13-02-2020 03:14,@StormIsUponUs #Agenda21 on steroids! 2021 the  Satanic Group apocalyptic year plan to eliminate 80% of the world's populationNuclear war (#UraniumOne #iran) Biowafare leading to mandatory *fatal* vaccines (#coronavirus)? #ClimateChange Socialist agenda t,,NA,NA,NA,"['StormIsUponUs', 'sovereignity77']",[],['Agenda21'],39342,1151
,,,,,,,,,,,,
91,1.22779E+18,13-02-2020 03:13,@StormIsUponUs #Agenda21 on steroids! 2021 the  Satanic Group apocalyptic year plan to eliminate 80% of the world's populationNuclear war (#UraniumOne #iran) Biowafare leading to mandatory *fatal* vaccines (#coronavirus)? #ClimateChange Socialist agenda t,Australia,NA,NA,NA,"['StormIsUponUs', 'sovereignity77']",[],['Agenda21'],52102,1646
,,,,,,,,,,,,
92,1.22779E+18,13-02-2020 03:12,@StormIsUponUs #Agenda21 on steroids! 2021 the  Satanic Group apocalyptic year plan to eliminate 80% of the world's populationNuclear war (#UraniumOne #iran) Biowafare leading to mandatory *fatal* vaccines (#coronavirus)? #ClimateChange Socialist agenda t,Australia,NA,NA,NA,['StormIsUponUs'],[],"['ParisAccord', 'ClimateChange', 'coronavirus', 'iran', 'UraniumOne', 'Agenda21']",52102,1646
,,,,,,,,,,,,
93,1.22778E+18,13-02-2020 02:36,"@RepRaulGrijalva @SpeakerPelosi @HouseDemocrats Hey Utah - let @SenMikeLee , the one that sided with Trump to leave the #ParisAccord, that maybe you're less happy when it happens in your own backyard. Tell him to slap #MoscowMitch and force him to bring t","Foster City, CA",NA,NA,NA,"['SenMikeLee', 'HouseDemocrats', 'SpeakerPelosi', 'RepRaulGrijalva']",[],"['MoscowMitch', 'ParisAccord']",667,47
,,,,,,,,,,,,
94,1.22778E+18,13-02-2020 02:30,"@TravisT_FFB More: Trump has rolled back or eliminated 95 different environmental regulations.  I'm no expert, but enabling greater contamination of our air and water and pulling out of the #ParisAccord is #dangerous https://t.co/YFhjHY6mIW",,NA,NA,NA,['TravisT_FFB'],['https://t.co/YFhjHY6mIW'],"['dangerous', 'ParisAccord']",18392,408
,,,,,,,,,,,,
95,1.22766E+18,12-02-2020 18:09,"You mean we really didn't NEED the #ParisAccord?
We could do it all along?
#FauxGreenDeal
Just do it✔ https://t.co/ERSCBwrGrE",NO DM's thank you. EndFakeNews,NA,NA,NA,[],['https://t.co/ERSCBwrGrE'],"['FauxGreenDeal', 'ParisAccord']",96174,8060
,,,,,,,,,,,,
96,1.22757E+18,12-02-2020 12:31,"How the 'yellow vests' made France have a national conversation about police violence 
#France
#Protest
#Riots
#Police
#EiffelTower
#Paris
#ClimateChange
#ParisAccord
#EmmanuelMacron
#PensionReform
#GasTax
#Europe
#Science
#YellowVestMovement
#LaborUnions
https://t.co/MLhVmKOf96",North America,NA,NA,NA,[],['https://t.co/MLhVmKOf96'],"['LaborUnions', 'YellowVestMovement', 'Science', 'Europe', 'GasTax', 'PensionReform', 'EmmanuelMacron', 'ParisAccord', 'ClimateChange', 'Paris', 'EiffelTower', 'Police', 'Riots', 'Protest', 'France']",28124,6919
,,,,,,,,,,,,
97,1.22754E+18,12-02-2020 10:43,#isitok that Australia still has no climate policy and wants to use #kyoto carryover credits towards #parisaccord after the #AustralianBushfiresDisaster that we have experienced?,,NA,NA,NA,[],[],"['AustralianBushfiresDisaster', 'parisaccord', 'kyoto', 'isitok']",1366,110
,,,,,,,,,,,,
98,1.22742E+18,12-02-2020 02:43,"@realDonaldTrump Give billionaires a tax cut they dont need, which causes the debt to explode like never before in US history
To fix debt you push for HUGE cuts to Medicare, Medicaid &amp; Social Security
Trash #IranDeal &gt; war
Exit #ParisAccord &gt;",Earth,NA,NA,"[[[-70.01154, 41.87601], [-69.982986, 41.87601], [-69.982986, 41.92408], [-70.01154, 41.92408]]]",['realDonaldTrump'],[],"['ParisAccord', 'IranDeal']",31363,3576
,,,,,,,,,,,,
99,1.22739E+18,12-02-2020 00:15,"For the record: The United States had largest decline in CO2 emissions in the entire world for 2017, and results should be similar for 2018-19. In fact, we are at the lowest since 1992 levels. Take that #ParisAccord #Trump2020Landslide #KeepAmericaGreat https://t.co/4LqG6eKE5D",,NA,NA,NA,['ChadWilbanks'],[],[],18,29
,,,,,,,,,,,,
100,1.22732E+18,11-02-2020 20:08,"@BillGates Understand the #ClimateChangeHoax 

Understand why the #ParisAccord is a HUGE #PonziScheme and a #scam 

👇👇👇

#FollowTheMoney

https://t.co/T5Ij9FAP59",France,NA,NA,NA,['BillGates'],['https://t.co/T5Ij9FAP59'],"['FollowTheMoney', 'scam', 'PonziScheme', 'ParisAccord', 'ClimateChangeHoax']",20158,646
,,,,,,,,,,,,
101,1.22731E+18,11-02-2020 19:13,"Where the money should go, but since no money is to be made, it is ignored. #climatechange #parisaccord https://t.co/f3o7XCKQwU","Amesbury, MA",NA,NA,NA,['paisleyannie'],[],"['parisaccord', 'climatechange']",19274,304
,,,,,,,,,,,,
102,1.22731E+18,11-02-2020 19:13,"@AJCTAI @DSchwammenthal @AnnaFotyga_PE @mohsen121 No, the leaders of the EU only care about protecting the flow of money. 

#IranDeal
#MarrakeshPact/ #MigrationPact
#ParisAccord/ #GreenDeal

ALL SCAMS (Trillions)",b̷u̷i̷l̷d̷i̷n̷g̷-̷8̷,NA,NA,NA,"['mohsen121', 'AnnaFotyga_PE', 'DSchwammenthal', 'AJCTAI']",[],"['GreenDeal', 'ParisAccord', 'MigrationPact', 'MarrakeshPact', 'IranDeal']",32098,3417
,,,,,,,,,,,,
103,1.22729E+18,11-02-2020 17:53,"There is no #manmadeclimatechange.  There is however, #Liberal, #NewWorldOrder #manmadehysteria to normal #Weatherchange! #GretaThunberg #ILoveFracking #GlobalWarming #IceAge #SolarMinimum #ParisAccord #EnergyIndependence","Albuquerque, NM",NA,NA,NA,[],[],"['EnergyIndependence', 'ParisAccord', 'SolarMinimum', 'IceAge', 'GlobalWarming', 'ILoveFracking', 'GretaThunberg', 'Weatherchange', 'manmadehysteria', 'NewWorldOrder', 'Liberal', 'manmadeclimatechange']",485,19
,,,,,,,,,,,,
104,1.22723E+18,11-02-2020 13:53,"@JudicialWatch #Democrats and ""elites"" have found a way to scam TRILLIONS of dollars as MIT Dr. Shiva Ayyadurai simply explains. #GreenNewDeal is the (green fund) listen - you will not regret knowing this information. #IPCC #ParisAccord #ParisAgreement #I",USA,NA,NA,NA,"['JudicialWatch', 'L1feIsN0w']",[],['Democrats'],11146,4671
,,,,,,,,,,,,
105,1.22721E+18,11-02-2020 12:52,"What the rise of fuel riots means for our failed climate politics 
#France
#Protest
#Riots
#Police
#EiffelTower
#Paris
#ClimateChange
#ParisAccord
#EmmanuelMacron
#PensionReform
#GasTax
#Europe
#Science
#YellowVestMovement
#LaborUnions
https://t.co/YoErEEHvLZ",North America,NA,NA,NA,[],['https://t.co/YoErEEHvLZ'],"['LaborUnions', 'YellowVestMovement', 'Science', 'Europe', 'GasTax', 'PensionReform', 'EmmanuelMacron', 'ParisAccord', 'ClimateChange', 'Paris', 'EiffelTower', 'Police', 'Riots', 'Protest', 'France']",28124,6919
,,,,,,,,,,,,
106,1.22708E+18,11-02-2020 04:01,"@Baligubadle1 @realDonaldTrump @nytimes @DanaPerino @FoxNews PRESIDENT OBAMA
Articulate. Caring. Intelligent. Honest. Hilarious. Cool. Handsome. Young. Diligent. Law-abiding. Modest. 
#IranDeal &gt; no war
#ParisAccord &gt; save planet https://t.co/E73",Earth,NA,NA,"[[[-70.01154, 41.87601], [-69.982986, 41.87601], [-69.982986, 41.92408], [-70.01154, 41.92408]]]","['FoxNews', 'DanaPerino', 'nytimes', 'realDonaldTrump', 'Baligubadle1']",[],"['ParisAccord', 'IranDeal']",31363,3576
,,,,,,,,,,,,
107,1.22688E+18,10-02-2020 15:05,"For the record: The United States had largest decline in CO2 emissions in the entire world for 2017, and results should be similar for 2018-19. In fact, we are at the lowest since 1992 levels. Take that #ParisAccord #Trump2020Landslide #KeepAmericaGreat https://t.co/4LqG6eKE5D","Travis County, TX",NA,NA,NA,['ChadWilbanks'],[],[],2832,471
,,,,,,,,,,,,
108,1.22688E+18,10-02-2020 15:00,"For the record: The United States had largest decline in CO2 emissions in the entire world for 2017, and results should be similar for 2018-19. In fact, we are at the lowest since 1992 levels. Take that #ParisAccord #Trump2020Landslide #KeepAmericaGreat https://t.co/4LqG6eKE5D","Lake Travis, TX",NA,NA,NA,[],[],"['KeepAmericaGreat', 'Trump2020Landslide', 'ParisAccord']",12934,877
,,,,,,,,,,,,
109,1.22686E+18,10-02-2020 13:36,"FactCheck: is the mainstream media ignoring the yellow vest protests? 
#France
#Protest
#Riots
#Police
#EiffelTower
#Paris
#ClimateChange
#ParisAccord
#EmmanuelMacron
#PensionReform
#GasTax
#Europe
#Science
#YellowVestMovement
#LaborUnions
https://t.co/LZX6pmTxj4",North America,NA,NA,NA,[],['https://t.co/LZX6pmTxj4'],"['LaborUnions', 'YellowVestMovement', 'Science', 'Europe', 'GasTax', 'PensionReform', 'EmmanuelMacron', 'ParisAccord', 'ClimateChange', 'Paris', 'EiffelTower', 'Police', 'Riots', 'Protest', 'France']",28124,6919
,,,,,,,,,,,,
110,1.22685E+18,10-02-2020 12:27,"@JoyfullyLa @SusanLovesToDa1 @NadelParis This is good! And maybe she is wrong. But the Americans cannot take the chances. For all the world, we want America in tte #ParisAccord again!","Englewood Cliffs, NJ",NA,NA,NA,"['NadelParis', 'SusanLovesToDa1', 'JoyfullyLa', 'Rachid01233217']",[],[],2506,283
,,,,,,,,,,,,
111,1.22676E+18,10-02-2020 07:00,"Successive #Liberal gover'ts have FAILED to reach carbon emission goals set forth in #KyotoAccord or #ParisAccord. They'd lost all moral authority to question #TeckFrontier's ability.

It's time to step down from the holier-than-thou pedestal lest their hypocriticy exposed. https://t.co/YQzmHmtgbl","Richmond, British Columbia",NA,NA,NA,[],['https://t.co/YQzmHmtgbl'],"['TeckFrontier', 'ParisAccord', 'KyotoAccord', 'Liberal']",6535,1217
,,,,,,,,,,,,
112,1.22673E+18,10-02-2020 04:35,"Thank you @MikeBloomberg for your strong support on fighting #ClimateChange &amp; for paying the U.S. fees in the #ParisAccord in spite of 45's decision for the U.S. to withdraw.  

@TheDemocrats @DNC https://t.co/SmVdlwg2W3","New York, USA",NA,NA,NA,"['DNC', 'TheDemocrats', 'MikeBloomberg']",['https://t.co/SmVdlwg2W3'],"['ParisAccord', 'ClimateChange']",18311,2797
,,,,,,,,,,,,
113,1.22667E+18,10-02-2020 00:41,"Al Gore, and others, have figure out a way to fleece the entire planet in the guise of saving the world.
#IPCC #ParisAccord #GreenEnergy #GlobalWarming #ClimateChange https://t.co/ywQPV3eP7o",,NA,NA,NA,['Americanb4Black'],[],['IPCC'],0,426
,,,,,,,,,,,,
114,1.22666E+18,10-02-2020 00:12,"Al Gore, and others, have figure out a way to fleece the entire planet in the guise of saving the world.
#IPCC #ParisAccord #GreenEnergy #GlobalWarming #ClimateChange https://t.co/ywQPV3eP7o","Ekerö, Sverige",NA,NA,NA,['Americanb4Black'],[],['IPCC'],307,722
,,,,,,,,,,,,
115,1.22665E+18,09-02-2020 23:43,"Al Gore, and others, have figure out a way to fleece the entire planet in the guise of saving the world.
#IPCC #ParisAccord #GreenEnergy #GlobalWarming #ClimateChange https://t.co/ywQPV3eP7o",NJ,NA,NA,NA,['Americanb4Black'],[],['IPCC'],3691,2908
,,,,,,,,,,,,
116,1.22665E+18,09-02-2020 23:41,"Al Gore, and others, have figure out a way to fleece the entire planet in the guise of saving the world.
#IPCC #ParisAccord #GreenEnergy #GlobalWarming #ClimateChange https://t.co/ywQPV3eP7o","Tampa, FL",NA,NA,NA,[],['https://t.co/ywQPV3eP7o'],"['ClimateChange', 'GlobalWarming', 'GreenEnergy', 'ParisAccord', 'IPCC']",8270,1000
,,,,,,,,,,,,
117,1.22664E+18,09-02-2020 23:03,"@iheartmindy Morticia Addams WannaBe 😜
Never a mention of what they use #ParisAccord money on ....and it’s not brochures 😷
https://t.co/QOdxKMqJrr",Las Spraygas aka #VegasWeak,NA,NA,NA,['iheartmindy'],['https://t.co/QOdxKMqJrr'],['ParisAccord'],56388,7396
,,,,,,,,,,,,
118,1.22664E+18,09-02-2020 23:00,"@reubing Trillions ! Wow , that will pay for a lot of #Chemtrails aka #ClimateEngineering funded through #ParisAccord and #AlWhore , #MiniMike &amp; #ObaMAO who went to Germany to get money to spray us with #StreaksAreNotClouds 😷#BernieScammers https:/",Las Spraygas aka #VegasWeak,NA,NA,NA,['reubing'],['https://t.co/QOdxKMqJrr'],"['BernieScammers', 'StreaksAreNotClouds', 'ObaMAO', 'MiniMike', 'AlWhore', 'ParisAccord', 'ClimateEngineering', 'Chemtrails']",56388,7396
,,,,,,,,,,,,
119,1.22664E+18,09-02-2020 22:49,What #ParisAccord? You’re probably not going to hear climate alarmists talking about what U.S. CO2 emissions did last year https://t.co/6nnQ5bTZqM via @twitchyteam,Pennsyltucky,NA,NA,NA,['TwitchyTeam'],['https://t.co/6nnQ5bTZqM'],['ParisAccord'],115970,3251
,,,,,,,,,,,,
120,1.22663E+18,09-02-2020 22:26,"4/4

""This loophole was closed by the Paris Accord, but with the Trump administration due to withdraw from the accord in 2020, this gap will will return.""

The reason DJT pulled out of the #ParisAccord: behemoth Military-Industrial-Political Complex, Mills'/Domhoff's Power Elite https://t.co/5BBCigGu9A",,NA,NA,NA,[],[],['ParisAccord'],8523,400
,,,,,,,,,,,,
121,1.22656E+18,09-02-2020 17:28,"This is a real problem that can be dealt with by enforcing laws on the books, not by siphoning America's wealth into a #ParisAccord gimme' pool that enables the worst polluting nation's.  Thank you, @realDonaldTrump, for saving us from that scam. https://t.co/SSOpda8nIe",USA,NA,NA,NA,['realDonaldTrump'],['https://t.co/SSOpda8nIe'],['ParisAccord'],11382,1433
,,,,,,,,,,,,
122,1.22651E+18,09-02-2020 14:09,"@JoyfullyLa @SusanLovesToDa1 @NadelParis This is good! And maybe she is wrong. But the Americans cannot take the chances. For all the world, we want America in tte #ParisAccord again!","Beverly Hills, CA",NA,NA,NA,"['NadelParis', 'SusanLovesToDa1', 'JoyfullyLa', 'Rachid01233217']",[],[],2553,1887
,,,,,,,,,,,,
123,1.22651E+18,09-02-2020 14:08,"@JoyfullyLa @SusanLovesToDa1 @NadelParis This is good! And maybe she is wrong. But the Americans cannot take the chances. For all the world, we want America in tte #ParisAccord again!",,NA,NA,NA,"['NadelParis', 'SusanLovesToDa1', 'JoyfullyLa', 'Rachid01233217']",[],[],3165,849
,,,,,,,,,,,,
124,1.22651E+18,09-02-2020 14:07,"@JoyfullyLa @SusanLovesToDa1 @NadelParis This is good! And maybe she is wrong. But the Americans cannot take the chances. For all the world, we want America in tte #ParisAccord again!",Los,NA,NA,NA,"['NadelParis', 'SusanLovesToDa1', 'JoyfullyLa']",[],['ParisAccord'],3751,463
